,title,description
958,let not use mar a backup planet,stellar astronomer ted senior fellow lucianne walkowicz work nasa kepler mission search place universe could support life so worth listen when she ask u think carefully mar in short she suggest stop dream mar a place eventually move when mess up earth start think planetary exploration preservation earth a two side same goal a she say more look planet like earth more appreciate our own planet
959,a hilarious celebration lifelong female friendship,legendary duo jane fonda lily tomlin have be friend decade in raw tender conversation host by pat mitchell three discus longevity feminism difference between male female friendship what mean live well woman role future our planet i do even know what i would do without my woman friend fonda say i exist because i have my woman friend
960,refugee have right be protect,antónio guterres think can solve global refugee crisis offer compel surprise reason why must try in conversation ted bruno giussani guterres discus historical cause current crisis outline mood european country be try screen shelter resettle hundred thousand desperate family bigger picture guterres call multilateral turn toward acceptance respect defy group like isi propaganda recruit machine
961,government do understand cyber warfare we need hacker,internet have transform front line war leave government behind a security analyst rodrigo bijou show modern conflict be wag online between group activist private corporation digital landscape prove be fertile grind recruitment radicalization terrorist meanwhile draconian surveillance program be ripe exploitation bijou urge government end mass surveillance program shut backdoor make bold call individual step up
962,what make good life lesson longest study happiness,what keep u happy healthy a go through life if think fame money not alone but accord psychiatrist robert waldinger mistake a director study adult development waldinger have unprecedented access data true happiness satisfaction in share three important lesson learn study a well a some practical wisdom build fulfil long life
963,have reach end physic,why there something rather than nothing why do so much interest stuff exist universe particle physicist harry cliff work large hadron collider at cern have some potentially bad news people who seek answer these question despite best effort scientist help biggest machine planet may never be able explain all weird feature nature be end physic learn more fascinate latest research into secret structure universe
964,how use data make hit tv show,do collect more data lead better competitive company like amazon google netflix have learn data analysis alone do always produce optimum result in data scientist sebastian wernicke break down what go wrong when make decision base purely data suggest brainier way use
965,how find life other planet,astronomer aomawa shield search clue life might exist elsewhere universe by examine atmosphere distant exoplanets when she explore heaven classically train actor ted fellow look way engage young woman science use theater write visual art maybe one day they join rank astronomer who be full contradiction she say use their background discover once all be truly not alone universe
966,this what happen when reply spam email,suspicious email unclaimed insurance bond safe deposit box close friend maroon foreign country they pop up our inboxes standard procedure delete sight but what happen when reply follow along a writer comedian jam veitch narrate hilarious exchange spammer who offer cut him hot deal
967,how frustration can make u more creative,challenge problem can derail your creative process or they can make more creative than ever in surprise story behind solo piano album all time tim harford may just convince advantage have work little mess
968,let design social medium drive real change,wael ghonim help touch off arab spring home egypt by set up simple facebook page a reveal once revolution spill onto street turn hopeful messy then ugly heartbreaking and social medium follow suit what be once place crowdsourcing engage share become polarize battleground ghonim ask what can do online behavior now how can use internet social medium create civility reason argument
969,why great architecture should tell story,for architect ole scheeren people who live work inside build be a much part build a concrete steel glass he ask can architecture be collaboration storytelling instead isolation hierarchy typical skyscraper visit five scheeren build twist tower china float cinema ocean thailand learn story behind them
970,mysterious world underwater cave,cave diver jill heinerth explore hide underground waterway course through our planet work biologist climatologist archaeologist heinerth unravel mystery inhabit some earth most remote place help researcher unlock history climate change in short take dive below wave explore wonder inner space
971,how can make crop survive without water,a world population grow effect climate change come into sharper relief have fee more people use le arable land molecular biologist jill farrant study rare phenomenon may help resurrection plant plant seemingly come back dead could they hold promise grow food our come hotter drier world
972,can computer write poetry,if read poem feel move by but then find out be actually write by computer would feel differently experience would think computer have express itself be creative or would feel like have fall cheap trick in writer oscar schwartz examine why react so strongly idea computer write poetry reaction help u understand what mean be human
973,how i turn deadly plant into thrive business,water hyacinth may look like harmless even beautiful flower plant but actually an invasive aquatic weed clog waterway stop trade interrupt school disrupt everyday life in scourge green entrepreneur achenyo idachaba saw opportunity follow her journey a she turn weed into weave wonder
974,unheard story sistine chapel,sistine chapel one most iconic build earth but there lot probably do know in art historian elizabeth lev guide u across famous build ceiling michelangelo vital depiction traditional story show painter reach beyond religious iconography time chart new artistic water five hundred year after artist paint say lev sistine chapel force u look around a if be mirror ask who be i what role do i play great theater life
975,capitalism will eat democracy unless speak up,have wonder why politician be what they use be why government seem unable solve real problem economist yanis varoufakis former minister finance greece say because can be politics today but not be power because real power now belong those who control economy he believe corporation be cannibalize political sphere cause financial crisis in hear dream world which capital labor no longer struggle against each other one simultaneously libertarian marxist keynesian
976,shark other stun sea creature,just few meter below wave marine biologist david gruber discover something amaze surprise new range sea creature glow many color ocean dim blue light join journey search biofluorescent shark seahorse sea turtle more learn these creature could illuminate new understand our own brain
977,a robot run swim like salamander,roboticist auke ijspeert design biorobots machine model after real animal be capable handle complex terrain would appear at home page novel process create these robot lead better automaton can be use fieldwork service search rescue but these robot do just mimic natural world they help u understand our own biology better unlock previously unknown secret spinal cord
978,our campaign ban plastic bag bali,plastic bag be essentially indestructible yet they use throw away reckless abandon most end up ocean where they pollute water harm marine life rest be burn garbage pile where they release harmful dioxin into atmosphere melati isabel wijsen be mission stop plastic bag suffocate their beautiful island home bali their effort include petition beach cleanup even hunger strike pay off when they convince their governor commit plastic bali by do ever let anyone tell too young or wo understand isabel say other aspire activist we not tell go be easy we tell go be worth
979,a delightful way teach kid computer,computer code next universal language it syntax will be limit only by imagination next generation programmer linda liukas help educate kid encourage them see computer not a mechanical bore complicate but a colorful expressive machine mean be tinker in she invite u imagine world where ada lovelace tomorrow grow up be optimistic brave technology use create new world wonderful whimsical tiny bite weird
980,boil river amazon,when andrés ruzo be young boy peru grandfather tell him story an odd detail there river deep amazon which boil a if fire burn below twelve year later after train a geoscientist set out journey deep into jungle south america search boil river at time when everything seem map measure join ruzo a explore river force u question line between know unknown remind u there be great wonder yet be discover
981,a simple way break bad habit,can break bad habit by be more curious them psychiatrist judson brewer study relationship between mindfulness addiction smoke overeat all those other thing do even though know they bad u learn more mechanism habit development discover simple but profound tactic might help beat your next urge smoke snack or check text while drive
982,how fight next deadly virus,when ebola break out march pardis sabeti her team get work sequence virus genome learn mutate spread sabeti immediately release her research online so virus tracker scientist around world could join urgent fight in she show open cooperation be key halt virus attack next one come along we have work openly have share have work together sabeti say let u not let world be define by destruction work by one virus but illuminate by billion heart mind work unity
983,special olympics let me be myself champion,how much do know intellectual disability special olympics champion ambassador matthew williams proof athletic competition camaraderie foster can transform live both off field together fellow athlete invite join him at next meet challenge walk away your heart unchanged
984,economic growth have stall let fix,economic growth define challenge our time without political social instability rise human progress stagnate society grow dimmer but say economist dambisa moyo dogmatic capitalism create growth need a she show both model capitalism fail solve social ill foster corruption create income inequality moyo survey current economic landscape suggest have start think capitalism a spectrum so can blend best different model together foster growth
985,tech will change work a know,what will world look like when move beyond keyboard mouse interaction designer sean follmer build future machine bring information life under your finger a work in check out prototype table phone turn into wristband deformable game controller more may change way live work
986,case fish farm,we head towards global food crisis nearly billion people depend ocean food at our current rate already take more fish ocean than can naturally replace in entrepreneur conservationist mike velings propose solution aquaculture or fish farm we must start use ocean a farmer instead hunter say echo jacques cousteau day will come where people will demand farm fish their plat farm well farm healthy refuse anything le
987,brain may be able repair itself help,through treat everything stroke car accident trauma neurosurgeon jocelyne bloch know brain inability repair itself all too well but now she suggest she her colleague may have find key neural repair cell similar stem cell they be extremely adaptable when extract brain culture then lesioned area same brain they can help repair rebuild with little help bloch say brain may be able help itself
988,way have better conversation,when your job hinge well people learn lot have conversation most u do converse very well celeste headlee have work a radio host decade she know ingredient great conversation honesty brevity clarity healthy amount listen in insightful she share useful rule have better conversation go out people listen people she say and most importantly be prepare be amaze
989,my year say yes everything,shonda rhimes titan behind grey anatomy scandal how get away with murder responsible some hour television per season she love work when i be hard at work when i be deep there no other feel she say she have name feel hum hum drug hum music hum god whisper her ear but what happen when stop be she anything besides hum in move join rhimes journey through her year yes find out she get her hum back
990,what discovery gravitational wave mean,more than billion year ago two black hole distant galaxy lock into spiral fall inexorably toward each other collide all energy be pump into fabric time space itself say theoretical physicist allan adam make universe explode roil wave gravity about year ago group scientist build giant laser detector call ligo search these kind wave which have be predict but never observe in adam break down what happen when september ligo detect an unthinkably small anomaly lead one most excite discovery history physic
991,meet dazzle fly machine future,when hear word drone probably think something either very useful or very scary but could they have aesthetic value autonomous system expert raffaello develop fly machine latest project be push boundary autonomous flight fly wing can hover recover disturbance an craft ambivalent orientation swarm tiny coordinate prepare be dazzle by dreamy swirl array fly machine a they dance like firefly above ted stage
992,case optimism climate change,why al gore optimistic climate change in spirit gore ask three powerful question force threaten destroy our planet solution design combat them feature q a ted curator chris anderson
993,what like be muslim america,when look at muslim scholar dalia mogahed what do see a woman faith a scholar mom sister or an oppress brainwash potential terrorist in personal powerful mogahed ask u polarize time fight negative perception her faith medium choose empathy over prejudice
994,how make profit while make difference,can global capital market become catalyst social change accord investment expert audrey choi individual own almost half all global capital give them u power make difference by invest company champion social value sustainability we have more opportunity today than ever before make choice she say so change your perspective invest change want see world
995,why need bathroom,there be few thing all need fresh air water food shelter love safe place pee for trans people who do fit neatly into gender binary public restroom be major source anxiety place where they be most likely be question or harass in poetically rhythmic ivan coyote grapple complex intensely personal issue gender identity highlight need bathroom all public place
996,how yarn bomb grow into worldwide movement,textile artist magda sayeg transform urban landscape into her own playground by decorate everyday object colorful knit crochet work these warm fuzzy yarn bomb start small stop sign pole fire hydrant sayeg hometown but soon people find connection craft spread across world we all live digital world but still crave desire something relatable sayeg say hide power can be find most unassuming place all posse skill be just wait be discover
997,what really happen when mix medication,if take two different medication two different reason here sober think your doctor may not fully understand what happen when they combine because drug interaction be incredibly hard study in fascinate accessible rus altman show doctor be study unexpected drug interaction use surprise resource search engine query
998,uber plan get more people into fewer car,uber do start out grand ambition cut congestion pollution but a company take off travis kalanick wonder if there be way get people use uber along same rout share rid reduce cost carbon footprint along way result uberpool company carpooling service which it first eight month take million mile off road metric ton carbon dioxide out air los angeles now kalanick say carpooling could work commuter suburb too with technology our pocket today little smart regulation say can turn every car into share car can reclaim our city start today
999,teach girl bravery not perfection,we raise our girl be perfect raise our boy be brave say reshma saujani founder girl who code saujani have take up charge socialize young girl take risk learn program two skill they need move society forward to truly innovate can not leave behind half our population she say i need each tell every young woman know be comfortable imperfection
1000,this computer will grow your food future,what if could grow delicious food indoors anywhere world caleb harper director open agriculture initiative at mit medium lab want change food system by connect grower technology get know harper food computer catch glimpse what future farm might look like
1001,secret i find mysterious ocean floor,hundred meter below surface ocean laura robinson probe steep slop massive undersea mountain she hunt coral she can test nuclear reactor discover ocean change over time by study history earth robinson hop find clue what might happen future
1002,this country just carbon neutral carbon negative,deep himalaya border between china india lie kingdom bhutan which have pledge remain carbon neutral all time in illuminate bhutan prime minister tshering tobgay share country mission put happiness before economic growth set world standard environmental preservation
1003,gospel doubt,what do do when your firmly hold belief turn out not be true when casey gerald religion fail him search something new believe business government philanthropy but find only false savior in move gerald urge u all question our belief embrace uncertainty
1004,how airbnb design trust,joe gebbia airbnb bet whole company belief people can trust each other enough stay one another home how do overcome bias through good design now million host night count later gebbia set out dream culture share which design help foster community connection instead isolation separation
1005,inside mind master procrastinator,tim urban know procrastination do make sense but never be able shake habit wait until last minute get thing do in hilarious insightful urban take u journey through youtube binge wikipedia rabbit hole bout star out window encourage u think harder what really procrastinate before run out time
1006,report system sexual assault survivor want,we do have live world where percent rapist get away say ted fellow jessica ladd with callisto new platform college student confidentially report sexual assault ladd help survivor get support justice they deserve while respect their privacy concern we can create world where there real deterrent violate right another human be she say
1007,a conservative plea let work together,conservative liberal both believe they alone be motivate by love while their opponent be motivate by hate how can solve problem so much polarization in social scientist arthur brook share idea what can each do a individual break gridlock we might just be able take ghastly holy war ideology suffer under turn into competition idea say
1008,a glimpse future through an augment reality headset,what if technology could connect u more deeply our surround instead distract u real world with meta an augment reality headset make possible user see grab move hologram just like physical object meron gribetz hop extend our sense through more natural machine join gribetz a take ted stage demonstrate meta first time feature q a ted curator chris anderson
1009,a prosecutor vision better justice system,when kid commit crime u justice system have choice prosecute full extent law or take step back ask if saddle young people criminal record right thing do every time in search adam fo prosecutor suffolk county district attorney office boston make case reform justice system replace wrath opportunity change people live better instead ruin them
1010,how get back work after career break,if take career break be now look return workforce would consider take an internship career reentry expert carol fishman cohen think should in hear cohen own experience return work after career break her work champion success relaunchers employer be change they engage talent
1011,you have no idea where camel really come,camel be so well adapt desert hard imagine them live anywhere else but what if have them peg all wrong what if those big hump foot eye be evolve different climate different time in join radiolab latif nasser a tell surprise story very tiny very strange fossil upend way see camel world this come pb special ted talk science wonder
1012,a futuristic vision age hologram,explore speculative digital world without screen fanciful demo mix near reality possibility wear hololens headset alex kipman demo vision bring hologram into real world enhance our perception so can touch feel digital content feature q a ted helen walter
1013,beauty human skin every color,angélica das photography challenge think skin color ethnic identity in personal hear inspiration behind her portrait project humanæ her pursuit document humanity true color rather than untrue white red black yellow associate race
1014,how human could evolve survive space,if hope one day leave earth explore universe our body be go have get lot better at survive harsh condition space use synthetic biology lisa nip hop harness special power microbe earth such a ability withstand radiation make human more fit explore space we approach time during which have capacity decide our own genetic destiny nip say augment human body new ability no longer question but when
1015,two reason company fail avoid them,be possible run company reinvent at same time for business strategist knut haanaes ability innovate after become successful mark great organization he share insight strike balance between perfect what already know explore totally new idea lay out avoid two major strategy trap
1016,surprise habit original thinker,how do creative people come up great idea organizational psychologist adam grant study original thinker who dream up new idea take action put them into world in learn three unexpected habit original include embrace failure greatest original be one who fail most because they one who try most grant say you need lot bad idea order get few good one
1017,magic ingredient bring pixar movie life,danielle feinberg pixar director photography create story soul wonder use math science code go behind scene find nemo toy story brave more discover pixar interweave art science create fantastic world where thing imagine can become real this come pb special ted talk science wonder
1018,most mysterious star universe,something massive roughly time area earth block light come distant star know a kic nobody quite sure what a astronomer tabetha boyajian investigate perplex celestial object colleague suggest something unusual could be an megastructure such an extraordinary idea would require extraordinary evidence in boyajian give u look at scientist search test hypothesis when face unknown
1019,mind behind linux,linus torvalds transform technology twice first linux kernel which help power internet again git source code management system use by developer worldwide in rare interview ted curator chris anderson torvalds discus remarkable openness personality trait prompt unique philosophy work engineer life i be not visionary i an engineer torvalds say i perfectly happy all people who be walk around just star at cloud but i look at grind i want fix pothole right front me before i fall
1020,what do mean be citizen world,hugh evans start movement mobilize global citizen people who first foremost not a member state nation or tribe but a member human race in uplift personal learn more new understand our place world galvanize people take action fight against extreme poverty climate change gender inequality more these be ultimately global issue evans say they can only be solve by global citizen demand global solution their leader
1021,your kid might live mar here they survive,it sound like science fiction but journalist stephen petranek consider fact within year human will live mar in provocative petranek make case human will become spacefaring specie describe fascinate detail make mar our next home human will survive no matter what happen earth petranek say we will never be last our kind
1022,glory new yorker comma queen,copy edit new yorker like play shortstop major league baseball team every little movement get pick over by critic say mary norris who have play position more than thirty year in time she get reputation sternness be comma maniac but unfounded she say above all her work aim at one thing make author look good explore new yorker distinctive style person who know best charm
1023,inside story paris climate agreement,what would do if your job be save planet when christiana figueres be tap by un lead paris climate conference cop december she react way many people would she think would be impossible bring leader country into agreement slow climate change find out she turn her skepticism into optimism help world achieve most important climate agreement history
1024,ted secret great public speak,there no single formula great but there secret ingredient all best one have common ted curator chris anderson share secret along four way make work do have what take share an idea worth spread
1025,wisdom great writer every year life,a different a human be one another all age along same great sequence share pattern our live pas into page book love in move journalist joshua prager explore stag life through quotation norman mailer joyce carol oates william trevor other great writer set visualization by graphic designer milton glaser book tell u who be who be who will be too prager say
1026,we can reprogram life how do wisely,for four billion year what live die earth depend two principle natural selection random mutation then human come along change everything hybridize plant breed animal alter environment even purposefully evolve ourselves juan enriquez provide five guideline future where ability program life rapidly accelerate this single most excite adventure human be have be enriquez say this single greatest superpower human have ever have
1027,a way period,it true talk menstruation make many people uncomfortable and taboo have consequence india three out every girl do even know what menstruation at time their first period restrictive custom relate period inflict psychological damage young girl grow up taboo herself aditi gupta know she want help girl parent teacher period comfortably without shame she share she do
1028,hunt dinosaur show me our place universe,what happen when discover dinosaur paleontologist kenneth lacovara detail unearth dreadnoughtus sauropod be a tall a house a heavy a jumbo jet consider amazingly improbable tiny mammal live crack dinosaur world could evolve into sentient be capable understand these magnificent creature join him celebration earth geological history contemplate our place deep time
1029,a smart loan people no credit history yet,trust how do earn bank use credit score determine if trustworthy but there be billion people around world who do have one begin who ca get loan start business buy home or otherwise improve their live hear ted fellow shivani siroya unlock untapped purchase power develop world inventure use mobile data create financial identity with something a simple a credit score say siroya give people power build their own future
1030,a provocative way finance fight against climate change,will do whatever take fight climate change back follow global financial crisis government across world adopt whatever take commitment monetary recovery issue billion worth international currency stem collapse economy in delightfully wonky financial expert michael metcalfe suggest can use very same unconventional monetary tool fund global commitment green future
1031,how read genome build human be,secret disease beauty be all write human genome complete set genetic instruction need build human be now a scientist entrepreneur riccardo sabatini show u have power read complex code predict thing like height eye color age even facial structure all vial blood and soon sabatini say our new understand genome will allow u personalize treatment disease like cancer we have power change life a know how will use
1032,how my son short life make last difference,after sarah gray unborn son thomas be diagnose anencephaly terminal condition she decide turn her family tragedy into an extraordinary gift donate organ scientific research in tribute life discovery she share her journey find mean loss spread message hope other grieve family
1033,dream have dare dream,what be your dream better yet what be your break dream dan pallotta dream time when be a excite curious scientific development our humanity a be development our technology what fear most will be deny opportunity fulfill our true potential pallotta say imagine live world where simply recognize deep existential fear one another love one another boldly because know be human live fear
1034,a vision love hologram,science fiction writer monica byrne imagine rich world populate character who defy our racial social gender stereotype in performance byrne appear a hologram name pilar transmit story love loss back u near future when human have colonize universe it always funny what think future go be like versus what turn out be she say
1035,this virtual lab will revolutionize science class,virtual reality no longer part some distant future not just game entertainment anymore michael bodekaer want use make quality education more accessible in refresh demo an idea could revolutionize way teach science school
1036,gene edit can now change an entire specie forever,crispr gene drive allow scientist change sequence dna guarantee result edit genetic trait inherit by future generation open up possibility alter entire specie forever more than anything technology have lead question how will new power affect humanity what be go use change be god now join journalist jennifer kahn a she ponder these question share potentially powerful application gene drive development mosquito could knock out malaria zika
1037,this your brain communication,neuroscientist uri hasson research basis human communication experiment lab reveal even across different language our brain show similar activity or become align when hear same idea or story this amaze neural mechanism allow u transmit brain pattern share memory knowledge we can communicate because have common code present mean hasson say
1038,can really tell if kid lie,be child poor liar do think can easily detect their lie developmental researcher kang lee study what happen physiologically child when they lie they do lot start a young a two year old they actually really good at lee explain why should celebrate when kid start lie present new technology could someday reveal our hide emotion
1039,law sex worker really want,everyone have an opinion legislate sex work whether legalize ban or even tax but what do worker themselves think would work best activist juno mac explain four legal model be be use around world show u model she believe will work best keep sex worker safe offer greater if care gender equality or poverty or migration or public health then sex worker right matter she say make space u your movement adult theme
1040,how free our freedom press,in u press have right publish secret information public need know protect by first amendment government surveillance have make increasingly more dangerous whistleblower source virtually every important story national security since share information in concise informative freedom press foundation ted fellow trevor timm trace recent history government action against individual who expose crime injustice advocate technology can help them do safely anonymously
1041,beauty be misfit,to those who feel like they do belong there beauty be misfit author lidia yuknavitch share her own wayward journey an intimate recollection patchwork story loss shame slow process even at moment your failure be beautiful she say you do know yet but have ability reinvent yourself endlessly that your beauty
1042,your word may predict your future mental health,can way speak write today predict your future mental state even onset psychosis in fascinate neuroscientist mariano sigman reflect ancient greece origin introspection investigate our word hint at our inner live detail algorithm could predict development schizophrenia we may be see future very different form mental health sigman say base objective quantitative automate analysis word write word say
1043,draw show beauty fragility earth,zaria forman composition melt glacier iceberg float glassy water wave crest foam explore moment transition turbulence tranquility join her a she discus meditative process artistic creation motivation behind her work my draw celebrate beauty what all stand lose she say i hope they can serve a record sublime landscape flux
1044,my journey marine actor,before fight galactic battle star war force awaken adam driver be unite state marine weapon company he tell story why become marine complex transition soldier civilian art arm force nonprofit bring theater military because a say just a valuable tool a rifle your shoulder follow by spirit performance marco ramirez i be not batman by jesse perez matt johnson adult language
1045,what so sexy math,hide truth permeate our world they inaccessible our sense but math allow u go beyond our intuition uncover their mystery in survey mathematical breakthrough field medal winner cédric villani speak thrill discovery detail sometimes perplex life mathematician beautiful mathematical explanation be not only our pleasure say they change our vision world
1046,chinese zodiac explain,a quarter world population care lot chinese zodiac even if do believe be wise know work say technologist entrepreneur shaolan hseuh in fun informative shaolan share some tip understand ancient tradition describe believe influence your personality career marriage prospect do give year what do your sign say
1047,a highly scientific taxonomy hater,ted fellow negin farsad weave comedy social commentary cleverly undercut stereotype her culture in uproarious hybrid farsad speak her documentary muslim be come narrate her fight mta new york offer detail breakdown different type hater she encounter her work comedy one our best weapon she say we try lot approach social justice like war competitive ice dance but lot thing be still kind awful i think time try tell really good poop joke
1048,reason why can win fight against poverty,half world poorest people have something common they small farmer in activist andrew youn show group one acre fund help these farmer lift themselves out poverty by deliver them farm service be already use all over world enter believe never be able solve hunger extreme poverty leave new understand scale world biggest problem
1049,this scientist make ear out apple,ted fellow andrew pelling biohacker nature hardware his favorite material be simplest one oftentimes find them garbage build cellulose structure give an apple it shape grow lifelike human ear pioneer process might someday be use repair body part safely cheaply and have some even wilder idea share what i really curious if one day will be possible repair rebuild augment our own body stuff make kitchen say
1050,how better tech could protect u distraction,how often do technology interrupt u what really mean be do at work at play spend startle amount time distract by ping instead help u spend our time well often feel like our tech steal away u design thinker tristan harris offer thoughtful new idea technology create more meaningful interaction he ask what do future technology look like when design deepest human value
1051,how fix break education system without any more money,seema bansal forge path public education reform school haryana india by set an ambitious goal by percent child should have knowledge she look meet goal by seek reform will work every school without additional resource bansal her team have find success use creative straightforward technique such a communicate teacher use sm group chat they have already measurably improve learn engagement haryana school
1052,who be really puzzle personality,what make psychologist like our trait or define characteristic make u who be but brian little more interest moment when transcend those trait sometimes because our culture demand u sometimes because demand ourselves join little a dissect surprise difference between introvert extrovert explain why your personality may be more malleable than think
1053,what can learn shortcut,how do build product people really want allow consumer be part process empathy what your customer want probably biggest lead indicator business success say designer tom hulme in short hulme lay out three insightful example intersection design user experience where people have develop their own desire path out necessity once know spot them start notice them everywhere
1054,how blind astronomer find way hear star,wanda diaz merced study light emit by burst most energetic event universe when she lose her sight be leave without way do her science she have revelatory insight light curve she could no longer see could be translate into sound through sonification she regain mastery over her work now she advocate more inclusive scientific community science everyone she say it have be available everyone because be all natural explorer
1055,how computer be learn be creative,we edge new frontier art creativity not human blaise agüera y arca principal scientist at google work deep neural network machine perception distribute learn in captivate demo show neural net train recognize image can be run reverse generate them result spectacular hallucinatory collage poem defy categorization perception creativity be very intimately connect agüera y arca say any creature any be able do perceptual act also able create
1056,why think right even if wrong,perspective everything especially when come examine your belief be soldier prone defend your viewpoint at all cost or scout spur by curiosity julia galef examine motivation behind these two mindset they shape way interpret information interweave compel history lesson france when your steadfast opinion be test galef ask what do most yearn do yearn defend your own belief or do yearn see world a clearly a possibly can
1057,redemption song,john legend mission transform america criminal justice system through free america campaign encourage rehabilitation heal our prison jail detention center give hope those who want create better life after serve their time with prelude jam cavitt an inmate at san quentin state prison legend treat u version bob marley redemption song wo help sing these song freedom
1058,why brexit happen what do next,we be embarrassingly unaware divide our society be brexit grow out deep unexamined divide between those fear globalization those embrace say social scientist alexander betts how do now address fear a well a grow disillusionment political establishment while refuse give xenophobia nationalism join betts a discus four step toward more inclusive world
1059,why i keep speak up even when people mock my accent,artist safwat saleem grow up stutter but a an independent animator decide do own voiceovers give life character when youtube commenters start mock pakistani accent crush him voice begin leave work hear ted fellow reclaim voice confidence charm thoughtful
1060,when design disability all benefit,i believe lose my hear be one greatest gift i ever receive say elise roy a disability right lawyer design thinker she know be deaf give her unique way experience reframing world perspective could solve some our largest problem a she say when design disability first often stumble upon solution be better than those when design norm
1061,lesson success an arab businesswoman,professional arab woman juggle more responsibility than their male counterpart they face more cultural rigidity than western woman what can their success teach u tenacity competition priority progress trace her career a an engineer advocate mother abu dhabi leila hoteit share three lesson thrive modern world
1062,what will be next big scientific breakthrough,throughout history speculation have spur beautiful revolutionary science open our eye entirely new universe i not talk science take baby step say eric haseltine i talk science take enormous leap in haseltine passionately take u edge intellectual pursuit two idea one already make history other dig into one humanity biggest question admirable ambition healthy dose skepticism many
1063,nature everywhere just need learn see,how do define nature if define a which untouched by human then wo have any leave say environmental writer emma marri she urge u consider new definition nature one include not only pristine wilderness but also untended patch plant grow urban space encourage u bring our child out touch tinker so one day they might love protect
1064,how grow forest your backyard,forest do have be nature reserve isolate human life instead can grow them right where be even city ted fellow shubhendu sharma grow biodiverse native specie urban area by engineer soil microbe biomass kickstart natural growth process follow along a describe grow forest just year learn can get tiny jungle party
1065,my love letter cosplay,adam savage make thing build experiment use costume add humor color clarity story tell trace lifelong love costume childhood space helmet make an ice cream tub costume wear savage explore world cosplay mean create it community we connect something important inside u say costume be reveal ourselves each other
1066,a forget space age technology could change grow food,we head world population billion people but what will all eat lisa dyson rediscover an idea develop by nasa travel could be key reinvent grow food
1067,a new way study brain invisible secret,neuroengineer ed boyden want know tiny biomolecules our brain generate emotion thought feel want find molecular change lead disorder like epilepsy alzheimer rather than magnify these invisible structure microscope wonder what if physically enlarge them make them easier see learn same polymer use make baby diaper swell could be key better understand our brain
1068,job lose machine one wo,machine learn just simple task like ass credit risk sort mail anymore today capable far more complex application like grade essay diagnose disease with these advance come an uneasy question will robot do your job future
1069,how build business last year,if want build business last there may be no better place look inspiration than your own immune system join strategist martin reeve a share startle statistic shrink corporate life span explain executive can apply six principle live organism build resilient business flourish face change
1070,taboo secret better health,our poop pee have superpower but most part do harness them molly winter face down our squeamishness ask u see what go down toilet a resource one can help fight climate change spur innovation even save u money
1071,what planet need sustain life,venus too hot mar too cold earth just right say planetary scientist dave brain but why in pleasantly humorous brain explore fascinate science behind what take planet host life why humanity may just be right place at right time when come timeline planet
1072,moon planet could have alien life,be there life beyond earth join nasa director planetary science jam green survey place our solar system be most likely harbor alien life
1073,next manufacture revolution here,economic growth have be slow past year but relief might come an unexpected place new form manufacture neither what think be nor where think be industrial system thinker olivier scalabre detail fourth manufacture revolution will produce macroeconomic shift boost employment productivity growth
1074,what can do die well,healthcare industry america so focus pathology surgery pharmacology what doctor do patient often overlook value human be suppose care palliative care physician timothy ihrig explain benefit different approach one foster patient overall quality life navigate serious illness diagnosis death dignity compassion
1075,how blockchain change money business,what blockchain if do know should if do chance be still need some clarification actually work don tapscott here help demystify technology which say represent nothing le than second generation internet hold potential transform money business government society
1076,spellbind art human anatomy,vanessa ruiz take u an illustrate journey human anatomical art over century share captivate image bring visual science contemporary artist inspire by life anatomical art have power reach far beyond page medical textbook she say connect our innermost self our body through art
