,title,description,views
1636,communication have arrive how do,you may remember neuroscientist miguel nicolelis build exoskeleton allow paralyze man kick first ball world cup what s work now build way two mind rat monkey now send message brain brain watch end an experiment a say will go limit your imagination,1
1637,a celebration natural hair,cheyenne cochrane explore role hair texture have play history be black america heat straighten product war era thousand woman today who have decide stop chase conventional beauty standard start embrace their natural hair this more than hairstyle cochrane say it be brave enough not fold under pressure others expectation,-1
1638,era personal dna test here,from improve vaccine modify crop solve crime dna technology have transform our world now first time history anyone can experiment dna at home their kitchen use device smaller than shoebox we be live personal dna revolution say biotech entrepreneur sebastian kraves where secret bury dna be yours find,-1
1639,what next window into our universe,big data everywhere even sky in an informative astronomer andrew connolly show large amount data be be collect our universe record it mood just do scientist capture so many image at scale it start giant telescope,1
1640,card magic twist,like your uncle at family party rumple swedish doctor lennart green say pick card any card but what do those card pure magic flabbergast magic,1
1641,fight contagious cancer,what kill tasmanian devil a virulent cancer infect them by thousand unlike most cancer contagious researcher elizabeth murchison tell u she fight save taz what she learn all cancer unusual strain contain disturb image facial cancer,-1
1642,fastest ambulance a motorcycle,a young emt jerusalem ambulance eli beer realize stick brutal urban traffic they often arrive too late help so organize group volunteer emts many foot ready drop everything dash save live their neighborhood today unite hatzlah use smartphone app fleet ambucycles help nearby patient until an ambulance arrive with an average response time minute last year they treat people israel and idea go global,-1
1643,spore birth game,in friendly presentation will wright demo newest game spore which promise dazzle user even more than previous masterpiece,-1
1644,how grow baby coral rebuild reef,kristen marhaver study coral tiny creature size poppyseed over hundred slow year create beautiful ocean structure hundred mile long a she admit easy get sad state coral reef they news lately because quickly they bleach die turn slime but good news learn more more these amaze marine invertebrate include help them help them help u this biologist ted senior fellow offer glimpse into wonderful mysterious live these fragile creature,-1
1645,come neurological epidemic,biochemist gregory petsko make convince argument next year see an epidemic neurological disease such a alzheimer a world population age his solution more research into brain it function,-1
1646,joy lexicography,be beloved paper dictionary doom extinction in infectiously exuberant lead lexicographer erin mckean look at many way today print dictionary poise transformation,-1
1647,a song inspire by ocean,jackson browne play song be ocean or really be anywhere among passionate friend he start write song aboard mission blue voyage sylvia conference save ocean if i could be anywhere sing anywhere right now i would be here,-1
1648,your gene be not your fate,dean ornish share new research show adopt healthy lifestyle habit can affect person at genetic level for instance say when live healthier eat better exercise love more your brain cell actually increase,1
1649,a monkey economy a irrational a ours,laurie santos look root human irrationality by watch way our primate relative make decision a clever series experiment monkeynomics show some silly choice make monkey make too,1
1650,surprise stats child carseats,steven levitt share data show car seat be no more effective than seatbelt protect kid die car however during question answer session make one crucial caveat,-1
1651,why bus represent democracy action,an advance city not one where even poor use car but rather one where even rich use public transport argue enrique peñalosa in spirit mayor bogotá share some tactic use change transportation dynamic colombian capital suggest way think build smart city future,-1
1652,when make deal what go your brain,when two people be try make deal whether they re compete or cooperate what s really go inside their brain behavioral economist colin camerer show research reveal badly predict what others be think bonus he present an unexpected study show chimpanzee might just be better at,1
1653,how buy happiness,at tedxcambridge michael norton share fascinate research money can indeed buy happiness when do spend yourself listen surprise data many way spend can benefit your work course other people,1
1654,open science now,what if every scientist could share their data a easily a they tweet their lunch michael nielsen call scientist embrace new tool collaboration will enable discovery happen at speed twitter,-1
1655,in internet age dance evolve,lxd legion extraordinary dancer electrify stage an emerge global culture rev up by internet in preview jon chu upcoming web series astonish troupe show off their superpower,1
1656,life second life,why build virtual world philip rosedale talk virtual society found second life it underpinnings human creativity it place so different anything could happen,-1
1657,a wetsuit not what think,hamish jolly an ocean swimmer australia want wetsuit would deter curious shark mistake him potential source nourishment which statistically rare but certainly fate worth avoid work team scientist friend come up fresh approach not shark cage not suit but sleek suit tap our grow understand shark vision,1
1658,meet sixthsense interaction,this demo pattie maes lab at mit spearhead by pranav mistry be buzz ted it wearable device projector pave way profound interaction our environment imagine minority report then some,1
1659,year history one object,a clay cylinder cover akkadian cuneiform script damage break cyrus cylinder powerful symbol religious tolerance in enthral neil macgregor director british museum trace year middle eastern history through single object,-1
1660,easy diy project kid engineer,ted resident fawn qiu design fun project use familiar material like paper fabric introduce engineer kid in quick clever she share nontraditional workshop like hers can change perception technology inspire student participate create,-1
1661,best stats ever see,you never see data present like with drama urgency sportscaster statistic guru han rosling debunk myth develop world,1
1662,painter pendulum,ted visit tom shannon manhattan studio an intimate look at art an personal conversation john hockenberry reveal nature force onset parkinson tremor interact life craft,-1
1663,welcome age industrial internet,everyone talk internet thing but what exactly do mean our future in thoughtful economist marco annunziata look at technology transform industrial sector create machine can see feel sense react so they can be operate far more efficiently think airplane part send an alert when they need be service or wind turbine communicate one another generate more electricity it future excite implication u all,1
1664,a robot fly like bird,plenty robot can fly but none can fly like real bird that until markus fischer team at festo build smartbird large lightweight robot model seagull fly by flap it wing a soar demo fresh tedglobal,1
1665,deep under earth surface discover beauty science,cave explorer geologist francesco sauro travel hide continent under our foot survey deep dark place inside earth human have never be able reach before in spectacular tepuis south america find new mineral insect have evolve isolation use knowledge these alien world train astronaut,1
1666,insightful human portrait make data,artist luke dubois make unique portrait president city himself even britney spear use data personality in share nine project map country build use information take million date profile gun fire blank every time shoot report new orleans his point way use technology reflect u our culture reduce others data point at our own peril,1
1667,be,reuters health editor ivan oransky warn suffer an epidemic preposterous precondition many more in engage tedmed show health care can find solution by take an important lesson baseball,-1
1668,how do build sacred space,to design temple south america architect siamak hariri focus illumination temple form which capture movement sun throughout day iridescent luminous stone glass use construct join hariri journey through creative process a explore what make sacred experience secular world,-1
1669,a futuristic vision age hologram,explore speculative digital world without screen fanciful demo mix near reality possibility wear hololens headset alex kipman demo vision bring hologram into real world enhance our perception so can touch feel digital content feature q a ted helen walter,1
1670,why need bathroom,there be few thing all need fresh air water food shelter love safe place pee for trans people who do fit neatly into gender binary public restroom be major source anxiety place where they be most likely be question or harass in poetically rhythmic ivan coyote grapple complex intensely personal issue gender identity highlight need bathroom all public place,1
1671,birth virtual reality a an art form,chris milk use innovative technology make personal interactive human story accompany by joshua roman cello mckenzie stubbert piano milk trace relationship music art first moment remember put headphone current work create breakthrough virtual reality project vr last medium storytelling say because close gap between audience storyteller to illustrate bring ted audience together world largest collective vr experience join them take part interactive by get google cardboard download experience at,-1
1672,ted nonprofit transition,chris anderson give prior take over leadership ted richard saul wurman be leave ted future be balance he seek persuade tedsters what be then conference have secure future a an nonprofit endeavor,-1
1673,what happen when i my brain cancer,when artist salvatore iaconesi be diagnose brain cancer refuse be passive patient which point out mean one who wait so hack brain scan post them online invite global community pitch cure this sometimes mean medical advice sometimes mean art music emotional support more than half million people,1
1674,what i learn nelson mandela,in cathedral wild get see best part ourselves reflect back u boyd varty wildlife activist share story animal human their interrelatedness or ubuntu define a i be because and dedicate south african leader nelson mandela human embodiment same generous spirit,1
1675,everything think know addiction wrong,what really cause addiction everything cocaine and can overcome johann hari have see our current method fail firsthand a have watch love one struggle manage their addiction he start wonder why treat addict way do if there might be better way a share deeply personal question take him around world unearth some surprise hopeful way think an problem,1
1676,turn trash into toy learn,at ink conference arvind gupta share simple yet stun plan turn trash into seriously entertain toy kid can build themselves while learn basic principle science design,1
1677,retrofit suburbia,can rebuild our break suburb ellen share vision die mall rehabilitate dead big box store endless park lot transform into thrive wetland,-1
1678,when take stand when let go,ash beckham recently find herself situation make her ask who be i she felt pull between two role a an aunt a an advocate each u feel struggle sometimes she say offer bold suggestion stand up your moral integrity when isn t convenient,1
1679,how mobile phone help solve two murder,two murder sit unexplained unsolved until reporter paul lewis start talk bystander who have evidence their mobile phone step by step lewis piece together their evidence their story find justice victim it future investigative journalism power by crowd,-1
1680,healthier men one moustache at time,adam garone have an impressive moustache good cause a movember garone initiative raise awareness men health by have men grow out their moustache every november begin a dare bar now worldwide movement raise million prostate cancer research last year,-1
1681,case anonymity online,founder controversial uncensored online imageboard describe it subculture some internet meme have launch incident which it user manage very public precision hack mainstream medium website raise question power price anonymity,1
1682,pay attention penguin,think penguin a ocean sentinel say dee boersma they frontlines sea change share story penguin life culture she suggest start listen what penguin be tell u,-1
1683,violence against woman men issue,domestic violence sexual abuse be often call woman issue but bold blunt jackson katz point out these be intrinsically men issue show these violent behavior be tie definition manhood a clarion call u all woman men call out unacceptable behavior be leader change,1
1684,change my leg my mindset,in ted archive video paralympic sprinter aimee mullins talk her career a runner amaze prosthetic leg then prototype help her cross finish line,-1
1685,older people be happier,in century add an unprecedented number year our lifespan but quality life a good surprisingly yes psychologist laura carstensen show research demonstrate a people get older they become happier more content have more positive outlook world,1
1686,psychedelic science,swiss artist photographer fabian oefner mission make art everyday science in charm show off some recent psychedelic image include photograph crystal a they interact soundwaves and live demo show what really happen when mix paint magnetic liquid or when set fire whiskey,1
1687,secret bat genome,in western society bat be often characterize a creepy even evil zoologist emma teeling encourage u rethink common attitude toward bat whose unique fascinate biology give u insight into our own genetic makeup,-1
1688,fashion creativity,fashion designer isaac mizrahi spin through dizzy array inspiration pinups fleet glimpse woman street who make him shout stop cab inside ramble be real clue live happy creative life,-1
1689,be our universe only universe,be there more than one universe in visually rich brian greene show unanswered question physic start big one what cause big bang have lead theory our own universe just one many multiverse,1
1690,how i make an impossible film,canadian filmmaker martin villeneuve talk mar et avril spectacular make virtually no money over stretch in charm explain various way overcome financial logistical constraint produce unique inventive vision future,-1
1691,can divide america heal,how can u recover after negative partisan presidential election social psychologist jonathan haidt study moral form basis our political choice in conversation ted curator chris anderson describe pattern think historical cause have lead such sharp division america provide vision country might move forward,1
1692,a glimpse life road,a young girl photojournalist ted fellow kitra cahana dream run away home live freely road now a an adult vagabond she follow modern nomad into their home boxcar bus stop park lot rest stop bathroom give glimpse into culture margin,1
1693,story tell ourselves death,philosopher stephen cave begin dark but compel question when do first realize be go die and even more interest why do human so often resist inevitability death cave explore four narrative common across civilization tell ourselves order help u manage terror death,1
1694,gentle genius bonobo,work bonobo ape which can understand speak language learn task by watch force audience rethink much what specie can do determine by biology much by cultural exposure,1
1695,next outbreak we re not ready,in world avoid global outbreak ebola thank thousand selfless health worker plus frankly some very good luck in hindsight know what should have do better so now time bill gate suggest put all our good idea into practice scenario plan vaccine research health worker train a say there no need panic but need get go,1
1696,keep your goal yourself,after hit brilliant new life plan our first instinct tell someone but derek sivers say better keep goal secret he present research stretch a far back a show why people who their ambition may be le likely achieve them,1
1697,my green school dream,join john hardy tour green school school bali teach kid build garden create get into college centerpiece campus spiral heart school perhaps world largest freestanding bamboo build,-1
1698,i love be police officer but need reform,we invest so much police department a protector have forget what mean serve our community say baltimore police officer lt colonel melvin russell it lead coldness callousness dehumanize police force after take over a district commander one baltimore toughest neighborhood russell institute series reform aim at win back trust community lower violent crime rate law enforcement crisis say but not too late all u build our city nation make great again,-1
1699,watson jeopardy me obsolete,trivia whiz ken jennings have make career a keeper fact hold longest win streak history u quiz show jeopardy but play challenge match against ibm supercomputer watson lose with humor humility jennings tell u felt have computer literally beat him at own game make case good human knowledge,1
1700,build robot,hod lipson demonstrate few cool little robot which have ability learn understand themselves even,1
1701,how i discover secret ancient text,gregory heyworth textual scientist lab work new way read ancient manuscript map use spectral image technology in fascinate watch a heyworth shin light lose history decipher text have be read thousand year how could these lose classic rewrite what know past,-1
1702,hunt unexpected genetic hero,what can learn people genetics get sick who do with most inherit disease only some family member will develop disease while others who carry same genetic risk dodge stephen friend suggest start study those family member who stay healthy hear resilience project massive effort collect genetic material may help decode inherit disorder,-1
1703,what do know marriage,in funny casual tedx writer jenna mccarthy share surprise research marriage especially happy marriage really work one tip do not try win an oscar best actress,1
1704,an animate tour invisible,gravity star day thought human genome time atom so much what really matter world impossible see a stun animation john lloyd classic tedtalk which will make question what actually know,-1
1705,reason still haven t get rid malaria,we ve know cure malaria since so why do disease still kill hundred thousand every year it s more than just problem medicine say journalist sonia shah a look into history malaria reveal three challenge it eradication photo adam nadel,-1
1706,education,education scientist sugata mitra tackle one greatest problem education best teacher school do exist where they need most in series experiment new delhi south africa italy give kid access web saw result could revolutionize think teach,1
1707,way have better conversation,when your job hinge well people learn lot have conversation most u do converse very well celeste headlee have work a radio host decade she know ingredient great conversation honesty brevity clarity healthy amount listen in insightful she share useful rule have better conversation go out people listen people she say and most importantly be prepare be amaze,1
1708,grow evidence brain plasticity,neuroscientist michael merzenich look at one secret brain incredible power it ability actively itself he research way harness brain plasticity enhance our skill recover lose function,1
1709,how cognitive surplus will change world,clay shirky look at cognitive surplus share online work do our spare brain cycle while busy edit wikipedia post ushahidi yes make lolcats build better more cooperative world,-1
1710,what make u feel good our work,what motivate u work contrary conventional wisdom just money but not exactly joy either it seem most u thrive by make constant progress feel sense purpose behavioral economist dan ariely present two experiment reveal our unexpected nuanced attitude toward mean our work,1
1711,economic injustice plastic,when throw away our plastic trash where do go in van jones show u our throwaway culture hit poor people poor country first worst consequence all share no matter where live ho offer some way reclaim our planet plastic garbage,-1
1712,sore problem prosthetic limb,what drive david sengeh create more comfortable prosthetic limb he grow up sierra leone too many people love be miss limb after brutal civil war there when notice people who have prosthetics weren t actually wear them ted fellow set out discover why solve problem team mit medium lab,-1
1713,a secret memorial civilian casualty,in fog war civilian casualty often go uncounted artist matt kenyon whose recent work memorialize name story u soldier kill iraq war decide should create companion monument iraqi civilian catch war crossfire learn build secret monument place these name official record,-1
1714,can damage brain repair itself,after traumatic brain injury sometimes happen brain can repair itself build new brain cell replace damage one but repair do happen quickly enough allow recovery degenerative condition like motor neuron disease also know a lou gehrig disease or al siddharthan chandran walk through some new technique use special stem cell could allow damage brain rebuild faster,-1
1715,can design save newspaper,jacek utko an extraordinary polish newspaper designer whose redesign paper eastern europe not only win award but increase circulation by up can good design save newspaper it just might,-1
1716,how art technology design inform creative leader,john maeda former president rhode island school design deliver funny charm span lifetime work art design technology conclude picture creative leadership future watch demo maeda earliest work even computer make people,-1
1717,meet young entrepreneur cartoonist designer activist,maya penn start her first company when she be year old think deeply be responsible both her customer planet she share her story some animation some design some infectious energy charm,1
1718,a history future,mit medium lab founder nicholas negroponte take journey through last year tech consummate predictor highlight interface innovation foresee be scoff at then but be ubiquitous today and leave one last absurd brilliant prediction come year,1
1719,feat memory anyone can do,there be people who can quickly memorize list thousand number order all card deck or ten much more science writer joshua foer describe technique call memory palace show off it most remarkable feature anyone can learn use include him,1
1720,global population growth box by box,world population will grow billion over next year only by raise live standard poorest can check population growth this paradoxical answer han rosling unveil at ted cannes use colorful new data display technology see,1
1721,how much do video weigh,what color mirror how much do video weigh michael stevens creator popular educational youtube channel vsauce spend day ask quirky question like these in show ask right seemingly silly question can make incredibly effective lesson,-1
1722,what squatter city can teach u,rural village worldwide be be desert a billion people flock city live teem squatter camp slum stewart brand say good thing why it ll take minute find out,-1
1723,beautiful math behind world ugliest music,scott rickard set out engineer ugliest possible piece music devoid repetition use mathematical concept know a costa array in surprisingly entertain share math behind musical beauty it opposite,-1
1724,adventure twitter fiction,in broadcast radio introduce an entirely new form storytelling today platform like twitter be change scene again andrew fitzgerald take look at aptly short but fascinate history new form creative experimentation fiction storytelling,-1
1725,what happen when lose everything,nine day before filmmaker david hoffman lose almost everything own fire destroy home office year passionate collect he look back at life be wipe clean an instant look forward,-1
1726,let pool our medical data,when get medical treatment or take part medical test privacy important strict law limit what researcher can see know but what if your medical data could be use anonymously by anyone seek test hypothesis john wilbanks wonder if desire protect our privacy slow research if open up medical data could lead wave health care innovation,-1
1727,a call reinvent liberal art education,bennington president liz coleman deliver radical reform higher education buck trend push student toward increasingly narrow area study she propose truly education one dynamically combine all area study address great problem our day,-1
1728,we people republic must reclaim,there corruption at heart american politics cause by dependence congressional candidate fund tiniest percentage citizen that argument at core blister by legal scholar lawrence lessig with visuals show fund process weaken republic most fundamental way issue rally bipartisan cry will resonate many beyond,1
1729,how i build windmill,when be just year old malawian inventor william kamkwamba build family an windmill spare part work rough plan find library book,1
1730,what do do all big data,do set data make feel more comfortable more successful then your interpretation likely wrong in surprisingly move susan etlinger explain why a receive more more data need deepen our critical think skill because hard move beyond count thing really understand them,1
1731,how jail extort poor,why do jail people be poor today half million american be jail only because they ca afford post bail still more be lock up because they ca pay their debt court sometimes thing a minor a unpaid park ticket salil dudani share story individual who have experience debtor prison ferguson missouri challenge u think differently punish poor marginalize,-1
1732,how poacher become caretaker,in home namibia john kasaona work an innovative way protect endanger animal specie give nearby villager include former poacher responsibility care animal and work,-1
1733,i survive terrorist attack here what i learn,gill hick story one compassion humanity emerge ash chaos hate a survivor london terrorist bomb july she share her story event day profound lesson come a she learn live,-1
1734,secret effective nonviolent resistance,we not go end violence by tell people morally wrong say jamila raqib executive director albert einstein institution instead must find alternative way conduct conflict be equally powerful effective raqib promote nonviolent resistance people live under tyranny there lot more than street protest she share encourage example creative strategy have lead change around world message hope future without arm conflict greatest hope humanity lie not condemn violence but make violence obsolete raqib say,-1
1735,lifelike simulation make surgery safer,critical care doctor peter weinstock show surgical team be use blend hollywood special effect print create amazingly lifelike reproduction real patient so they can practice risky surgery ahead time think operate twice cut once glimpse future surgery,-1
1736,killer apps prosperity,over past few century western culture have be very good at create general prosperity themselves historian niall ferguson ask why west le so rest he suggest half dozen big idea western culture call them killer apps promote wealth stability innovation and new century say these apps be all shareable,1
1737,way think charity dead wrong,activist fundraiser dan pallotta call out double standard drive our break relationship charity too many nonprofit say be reward little they spend not what they get do instead equate frugality morality ask u start reward charity their big goal big accomplishment even if come big expense in bold say let change way think change world,1
1738,solve social problem nudge,macarthur winner sendhil mullainathan use lens behavioral economics study tricky set social problem those know solve but do we know reduce child death due diarrhea prevent blindness implement technology yet somehow do or ca why,-1
1739,mysterious world underwater cave,cave diver jill heinerth explore hide underground waterway course through our planet work biologist climatologist archaeologist heinerth unravel mystery inhabit some earth most remote place help researcher unlock history climate change in short take dive below wave explore wonder inner space,1
1740,find planet around other star,how do find planet even habitable planet around other star by look tiny dim a planet pas front it sun ted fellow lucianne walkowicz kepler mission have find some potential new planetary system with new technique they may even find one right condition life,-1
1741,where do creativity hide,novelist amy tan dig deep into creative process look hint hers evolve,1
1742,how i hold my breath minute,in highly personal tedmed magician stuntman david blaine describe what take hold breath underwater minute world record only two minute shorter than entire what often work mean him warn do not try at home,1
1743,see invisible motion hear silent sound,meet motion microscope tool play up tiny change motion color impossible see naked eye video researcher michael rubinstein play u clip after clip show tech can track an individual s pulse heartbeat simply piece footage watch him conversation by amplify movement sound wave bounce off bag chip sinister application tech have see believe,1
1744,let design social medium drive real change,wael ghonim help touch off arab spring home egypt by set up simple facebook page a reveal once revolution spill onto street turn hopeful messy then ugly heartbreaking and social medium follow suit what be once place crowdsourcing engage share become polarize battleground ghonim ask what can do online behavior now how can use internet social medium create civility reason argument,1
1745,cradle cradle design,architect designer william mcdonough ask what our build product would look like if designer take into account all child all specie all time,1
1746,sweat small stuff,it may seem big problem require big solution but ad man rory sutherland say many flashy expensive fix be just obscure better simpler answer to illustrate use behavioral economics hilarious example,-1
1747,a rosetta stone lose language,rajesh rao fascinate by mother all crossword puzzle decipher indus script he enlist modern computation try read lose language key understand ancient civilization,1
1748,career advice probably didn t get,you re do everything right at work take all right advice but re just not move up why susan colantuono share simple surprise piece advice might not have hear before quite so plainly this while aim at an audience woman have universal takeaway men woman new grad midcareer worker,1
1749,thing i learn my life so far,rockstar designer stefan sagmeister deliver short witty life lesson express through surprise mode design include inflatable monkey,-1
1750,billion ipod,comic author rob reid unveil copyright math tm remarkable new field study base actual number entertainment industry lawyer lobbyist,1
1751,a global culture fight extremism,why do transnational extremist organization succeed where democratic movement have harder time take hold maajid nawaz former islamist extremist ask new grassroots story global social activism spread democracy face nationalism xenophobia,-1
1752,an artist unflinching look at racial violence,conceptual artist ted fellow sanford biggers use paint sculpture video performance spark challenge conversation history trauma black america join him a detail two compel work share motivation behind art only through more thoughtful dialogue history race can evolve a individual society biggers say,-1
1753,my mushroom burial suit,here powerful provocation artist jae rhim lee can commit our body cleaner greener earth even after death naturally use special burial suit seed mushroom yes just might be strangest tedtalk ever see,1
1754,nationalism globalism new political divide,how do make sense today political division in conversation full insight historian yuval harari place our current turmoil broader context against ongoing disruption our technology climate medium even our notion what humanity this first series ted dialogue seek thoughtful response escalate political divisiveness make time just over an hour fascinate discussion between harari ted curator chris anderson,1
1755,weapon moral hazard,pepper spray tasers tear gas rubber bullet these weapon be be use by more more local police force a well a military force bring control civilian crowd other situation despite their name weapon have be know cause death a stephen coleman suggest there be other more insidious hazard a well he explore complex ethic unexpected consequence use weapon control civilian,-1
1756,why your worst deed don t define,in shaka senghor shoot kill man he be say drug dealer quick temper pistol jail second degree murder could very well have be end story but be instead be begin journey redemption one humble sober lesson u all,1
1757,price shame,public sham a blood sport have stop say monica lewinsky in she say i be patient zero lose personal reputation global scale almost today kind online public sham she go through have become constant can turn deadly in brave she take hard look at our online culture humiliation ask different way,1
1758,blindfold origami cello,after robert lang origami at bruno bowden step onstage challenge would fold one lang astonishingly complicate origami figure blindfold under minute he accompany by cellist rufus cappadocia,-1
1759,environmental,man who help usher environmental movement have be rethink position city nuclear power genetic modification this at u state department foretaste major new book sure provoke widespread debate,-1
1760,future car,general motor veep larry burn preview cool car design sleek customizable vehicle run clean hydrogen pump energy back into electrical grid when they idle,-1
1761,why need go back mar,planetary scientist joel levine show some intrigue puzzle new discovery mar crater full ice trace ancient ocean compel hint at presence sometime past life he make case go back mar find out more,-1
1762,how live be,to find path long life health dan buettner team study world blue zone community whose elder live vim vigor age in share common diet lifestyle habit keep them spry past age,1
1763,good news decade we win war against child mortality,han rosling reframes year un data spectacular visuals light up an astonish piece good news we win war against child death along way debunk one flaw approach stats blot out such vital story,-1
1764,way save internet,next big shift now not what think facebook new window google must be sacrifice tech investor roger mcnamee present bold way prepare next internet,-1
1765,future race car no driver,autonomous car be come they go drive better than chris gerdes reveal team be develop robotic race car can drive at mph while avoid every possible accident and yet study brainwave professional race driver gerdes say have gain new appreciation instinct professional driver,-1
1766,what bernie madoff could steal me,matt weinstein lose life save bernie madoff notorious scam but response disaster unexpectedly hopeful,-1
1767,next age government,leader britain conservative party say enter new era where government themselves have le power le money people empower by technology have more tap into new idea behavioral economics explore these trend could be turn into smarter policy,-1
1768,a child state,literature have long be fascinate foster adopt orphan child moses cinderella oliver twist harry potter so why do many parentless child feel compel hide their past poet playwright lemn sissay tell own move story,-1
1769,why best hire might not have perfect resume,give choice between job candidate perfect resume one who have fight through difficulty human resource executive regina hartley always give scrapper chance a someone who grow up adversity hartley know those who flourish darkest space be empower grit persist an workplace choose underestimate contender whose secret weapon be passion purpose she say hire scrapper,1
1770,why global jihad lose,throughout history islam say journalist bobby ghosh there have be two side jihad one internal personal struggle be better other external a small minority have appropriate second mean use a an excuse deadly global violence against west ghosh suggest time reclaim word,-1
1771,comic ask what if,web cartoonist randall munroe answer simple question what if hit baseball move at speed light use math physic logic deadpan humor in charm reader question google data warehouse lead munroe down circuitous path hilariously answer which shhh might actually learn something,1
1772,how net aid dictatorship,ted fellow journalist evgeny morozov puncture what call ipod liberalism assumption tech innovation always promote freedom democracy chill example way internet help oppressive regime stifle dissent,-1
1773,claim your manspace,author sam martin share photo quirky world hobby trend xy set manspaces they hangout where man can claim bite own territory work relax be himself grab cold one enjoy,-1
1774,unleash your creativity fab lab,mit professor neil gershenfeld talk fab lab lab let people build thing they need use digital analog tool it simple idea powerful result,-1
1775,magic wash machine,what be greatest invention industrial revolution han rosling make case wash machine with newly design graphic gapminder rosling show u magic pop up when economic growth electricity turn bore wash day into an intellectual day read,1
1776,art make air breathe,emily air distinct moment earth history clean air carboniferous period air great die heavy toxic air future create by turn air into art she invite u know invisible world around u breathe earth past future imaginative trippy,-1
1777,how survive nuclear attack,face nuclear terror have change since cold war but expert irwin redlener remind u threat still real he look at some history farcical countermeasure offer practical advice survive an attack,-1
1778,polyphonic me,frustrate by not be able sing two note at same time musical inventor beardyman build machine allow him create loop layer just sound make voice give can effortlessly conjure sound everything cry baby buzz fly not mention mimic pretty much any musical instrument imaginable lot different sound sit back let wall sound dazzle performance wash over,1
1779,alzheimer not normal age can cure,more than million people worldwide suffer alzheimer disease number expect increase drastically come year but no real progress have be make fight against disease since it classification more than year ago scientist samuel cohen share new breakthrough alzheimer research lab a well a message hope alzheimer disease cohen say can cure,1
1780,what people amazon know do,greatest most endanger specie amazon rainforest not jaguar or harpy eagle say mark plotkin it isolate uncontacted tribe in an energetic sober ethnobotanist bring u into world forest indigenous tribe incredible medicinal plant their shaman use heal he outline challenge peril be endanger them their wisdom urge u protect irreplaceable repository knowledge,1
1781,why think right even if wrong,perspective everything especially when come examine your belief be soldier prone defend your viewpoint at all cost or scout spur by curiosity julia galef examine motivation behind these two mindset they shape way interpret information interweave compel history lesson france when your steadfast opinion be test galef ask what do most yearn do yearn defend your own belief or do yearn see world a clearly a possibly can,1
1782,a prediction future iran,bruce bueno de mesquita use mathematical analysis predict very often correctly such messy human event a war political power shift intifada after crisp explanation do offer three prediction future iran,-1
1783,surgery past present robotic future,surgeon inventor catherine mohr tour history surgery it past then demo some newest tool surgery through tiny incision perform use nimble robot hand fascinate but not squeamish,-1
1784,social medium end gender,medium advertise company still use same old demographic understand audience but they become increasingly harder track online say medium researcher johanna blakley a social medium outgrow traditional medium woman user outnumber men blakley explain what change be store future medium,1
1785,impossible photography,erik johansson create realistic photo impossible scene capture idea not moment in witty photoshop wizard describe principle use make these fantastical scenario come life while keep them visually plausible,1
1786,dna fold detail,in paul rothemund give ted short summary specialty dna fold now lay out clear abundant detail immense promise field create tiny machine assemble themselves,-1
1787,be religion good or bad this trick question,plenty good thing be do name religion plenty bad thing too but what religion exactly good or bad itself philosopher kwame anthony appiah offer generous surprise view,1
1788,why need end war drug,be war drug do more harm than good in bold drug policy reformist ethan nadelmann make an impassioned plea end backward heartless disastrous movement stamp out drug trade he give two big reason should focus intelligent regulation instead,1
1789,exhilarate peace freediving,in breathtaking world champion freediver guillaume néry take u him into ocean depth meter by meter explain physical emotional impact water pressure silence hold your breath his eloquent description underwater experience reveal hide poetry freediving,-1
1790,an unusual glimpse at celebrity,by make photograph seem show our favorite celebs diana elton john do what really secretly want see them do alison jackson explore our desire get personal celebs contain graphic image,-1
1791,life biosphere,jane poynter tell her story live two year minute biosphere an experience provoke her explore might sustain life harshest environment,-1
1792,an electrify organ performance,organ virtuoso qi zhang play her electric render ridiculous fellow prokofiev love three orange orchestral suite this exhilarate performance feature yamaha electone stagea rare instrument specially program by qi herself,-1
1793,why lunch lady be hero,child book author jarrett krosoczka share origin lunch lady graphic novel series which undercover school hero serve lunch justice his new project school lunch hero day reveal cafeteria lunch staff provide more than food illustrate powerful thank can be,1
1794,why bother leave house,explorer ben saunders want go outside not because s always pleasant happy but because s where meat life juice can suck out our hour saunders next outdoor excursion to try be first world walk coast antarctica south pole back again,1
1795,four american character,writer actor anna deavere smith give life author stud terkel convict paulette jenkins korean shopkeeper bull rider excerpt her solo show on road a search american character,-1
1796,love lie firefly,biologist sara lewis have spend past year get bottom magic wonder firefly in charm she tell u why beetle produce their silent spark what happen when two firefly have sex why one group female know a firefly vampire it not pretty find out more astonish fact firefly lewis footnote below,-1
1797,way good design make happy,in design critic don norman turn incisive eye toward beauty fun pleasure emotion a look at design make people happy he name three emotional cue product must hit succeed,1
1798,creative face extreme limit,navi radjou have spend year study jugaad also know a frugal innovation pioneer by entrepreneur emerge market who figure out get spectacular value limit resource practice have now catch globally pepper wealth example human ingenuity at work radjou also share three principle can all do more le,1
1799,hide world shadow city,robert neuwirth author shadow city find world squatter sit where billion people now make their home be thrive center ingenuity innovation he take u tour,-1
1800,every city need healthy honey be,be have be rapidly mysteriously disappear rural area grave implication agriculture but be seem flourish urban environment city need their help too noah suggest urban beekeeping might play role revitalize both city specie,-1
1801,religion baby,han rosling have question do some religion have higher birth rate than others do affect global population growth speak at tedxsummit doha qatar graph data over time across religion with trademark humor sharp insight han reach surprise conclusion world fertility rat,1
